LINE,CNV_MYC_1,CNV_MYC_2,CNV_MYC_3,CNV_MYC_4,CNV_MYC_5,MYC_1,MYC_2,MYC_3,MYC_4,MYC_5,MIR17_1,MIR17_2,MIR17_3,MIR17_4,MIR17_5,MIR19A_1,MIR19A_2,MIR19A_3,MIR19A_4,MIR19A_5,MIR20A_1,MIR20A_2,MIR20A_3,MIR20A_4,MIR20A_5
131-1,1,2,3,4,5,1.87372,3.73603,5.58715,7.42727,9.25659,187.642,317.458,446.494,574.763,702.279,8.35511,14.1354,19.881,25.5924,31.2703,89.8173,151.955,213.72,275.118,336.155
132-1,1,2,3,4,5,20.8164,41.6323,62.4476,83.2625,104.077,575.583,1102.89,1630.18,2157.46,2684.72,13.4168,25.7083,37.9995,50.2903,62.5809,188.372,360.944,533.512,706.076,878.635
133-1,1,2,3,4,5,68.2812,136.558,204.829,273.097,341.359,818.827,1627.07,2435.26,3243.39,4051.46,34.5924,68.7376,102.88,137.021,171.159,397.76,790.378,1182.97,1575.53,1968.07
134-1,1,2,3,4,5,17.1178,33.7165,49.8406,65.5287,80.8143,494.119,943.833,1380.69,1805.73,2219.87,33.7817,64.5276,94.3943,123.453,151.767,158.725,303.186,443.517,580.053,713.086
135-1,1,2,3,4,5,11.3013,22.6024,33.9034,45.2042,56.5048,134.583,249.255,363.926,478.595,593.263,5.97364,11.0635,16.1534,21.2431,26.3328,41.4638,76.7936,112.123,147.451,182.78
136-1,1,2,3,4,5,46.6489,93.273,139.872,186.447,232.997,361.915,712.439,1062.78,1412.93,1762.9,17.5592,34.5656,51.5631,68.5516,85.531,205.833,405.187,604.436,803.579,1002.62
137-1,1,2,3,4,5,10.9725,21.9273,32.8644,43.7838,54.6858,247.799,468.643,689.131,909.264,1129.04,5.76137,10.896,16.0224,21.1405,26.2504,46.8037,88.5162,130.161,171.74,213.251
138-1,1,2,3,4,5,63.0657,126.13,189.194,252.257,315.319,359.554,707.283,1055.01,1402.72,1750.44,8.06448,15.8637,23.6628,31.4618,39.2607,159.919,314.579,469.236,623.891,778.543
139-1,1,2,3,4,5,6.00585,12.0116,18.0172,24.0228,30.0282,183.374,339.943,496.508,653.071,809.631,10.336,19.161,27.9859,36.8106,45.6352,53.2008,98.6245,144.047,189.47,234.891
140-1,1,2,3,4,5,40.4158,80.7516,121.008,161.186,201.285,536.148,1040.92,1544.69,2047.48,2549.29,36.1544,70.1928,104.164,138.069,171.908,471.283,914.983,1357.81,1799.77,2240.86
141-1,1,2,3,4,5,37.5481,75.0938,112.637,150.178,187.717,319.362,626.605,933.829,1241.03,1548.22,32.8462,64.4459,96.0437,127.639,159.233,113.577,222.843,332.103,441.356,550.601
142-1,1,2,3,4,5,126.105,248.619,367.83,483.993,597.331,1272.5,2474.59,3644.29,4784.07,5896.13,51.4453,100.044,147.333,193.412,238.371,356.157,692.606,1019.99,1339,1650.25
143-1,1,2,3,4,5,79.2661,158.518,237.756,316.979,396.189,2017.87,4015.74,6013.26,8010.42,10007.2,85.9944,171.137,256.264,341.376,426.473,654.414,1302.34,1950.16,2597.86,3245.44
144-1,1,2,3,4,5,42.3621,84.0801,125.183,165.696,205.645,587.187,1137.98,1680.65,2215.54,2742.97,20.7836,40.2791,59.4869,78.4194,97.0882,181.605,351.953,519.789,685.219,848.344
145-1,1,2,3,4,5,9.30612,15.7371,20.97,25.497,29.5444,404.173,652.509,854.575,1029.39,1185.68,13.7008,22.1189,28.9686,34.8944,40.1925,136.385,220.184,288.37,347.359,400.099
146-1,1,2,3,4,5,2.84768,4.42527,5.65494,6.6983,7.62079,317.628,457.068,565.757,657.979,739.515,26.6517,38.352,47.472,55.2101,62.0518,224.853,323.565,400.507,465.792,523.513
147-1,1,2,3,4,5,7.27148,14.5429,21.8141,29.0853,36.3563,275.609,495.289,714.966,934.64,1154.31,3.57469,6.42398,9.27323,12.1224,14.9716,115.82,208.137,300.452,392.766,485.079
148-1,1,2,3,4,5,26.1244,52.2441,78.3593,104.47,130.576,804.047,1573.73,2343.28,3112.69,3881.97,92.1387,180.34,268.525,356.695,444.849,259.878,508.649,757.376,1006.06,1254.7
149-1,1,2,3,4,5,45.4029,90.8035,136.202,181.597,226.991,176.316,341.695,507.065,672.427,837.779,5.29481,10.2612,15.2273,20.1931,25.1586,68.8327,133.395,197.955,262.511,327.063
150-1,1,2,3,4,5,5.84509,10.938,15.5109,19.6965,23.5793,306.651,541.743,752.831,946.042,1125.27,12.0933,21.3646,29.6891,37.3087,44.3769,113.591,200.674,278.866,350.436,416.826
151-1,1,2,3,4,5,12.8936,24.8274,35.9885,46.5099,56.4904,346.998,618.313,872.059,1111.26,1338.17,9.24743,16.4779,23.2402,29.6149,35.662,164.105,292.417,412.42,525.546,632.857
152-1,1,2,3,4,5,1.52181,2.94288,4.28091,5.54894,6.75693,2.4427,3.34259,4.18989,4.99287,5.75783,0.851146,1.16471,1.45995,1.73974,2.00629,8.66335,11.8549,14.86,17.7079,20.4209
153-1,1,2,3,4,5,3.55582,5.32108,6.6832,7.83412,8.84935,417.976,594.283,730.326,845.276,946.673,15.8851,22.5856,27.7559,32.1245,35.9781,122.448,174.097,213.952,247.626,277.331
154-1,1,2,3,4,5,7.44594,11.0193,13.7712,16.0945,18.143,248.11,356.49,439.953,510.417,572.547,17.9048,25.7261,31.7492,36.8342,41.3178,115.742,166.301,205.236,238.107,267.09
155-1,1,2,3,4,5,36.7078,73.3889,110.043,146.671,183.272,201.549,395.211,588.732,782.113,975.353,23.6944,46.4616,69.2122,91.9463,114.664,112.914,221.41,329.827,438.165,546.425
156-1,1,2,3,4,5,7.54054,12.7954,17.0814,20.7937,24.1151,253.514,418.31,552.724,669.145,773.306,17.043,28.1217,37.1579,44.9846,51.987,87.3449,144.123,190.434,230.545,266.432
157-1,1,2,3,4,5,76.9628,153.924,230.884,307.842,384.799,360.738,711.851,1062.96,1414.06,1765.15,9.8908,19.5177,29.1444,38.7709,48.3972,112.096,221.2,330.303,439.403,548.501
158-1,1,2,3,4,5,2.9592,4.73736,6.13974,7.33566,8.39601,492.979,687.444,840.814,971.603,1087.57,21.5565,30.0599,36.7664,42.4854,47.5562,199.045,277.562,339.486,392.294,439.116
159-1,1,2,3,4,5,14.1774,28.2717,42.2843,56.2168,70.0704,176.814,343.522,509.266,674.06,837.922,12.6597,24.5959,36.463,48.2622,59.9946,72.1603,140.197,207.839,275.094,341.968
160-1,1,2,3,4,5,26.0679,52.1342,78.1987,104.261,130.323,1321.72,2603.45,3885.1,5166.67,6448.15,33.1048,65.2081,97.3093,129.408,161.505,465.169,916.266,1367.33,1818.37,2269.38
161-1,1,2,3,4,5,58.8762,117.527,175.954,234.16,292.148,1683.6,3326.37,4962.89,6593.22,8217.45,77.9664,154.042,229.828,305.328,380.545,358.565,708.434,1056.97,1404.19,1750.11
162-1,1,2,3,4,5,10.8331,21.6484,32.4461,43.2262,53.9889,457.426,882.555,1306.99,1730.74,2153.79,17.6324,34.0199,50.3807,66.7148,83.0224,198.704,383.379,567.752,751.826,935.6
163-1,1,2,3,4,5,40.1832,78.0864,114.059,148.368,181.226,364.844,697.767,1013.73,1315.09,1603.69,11.8764,22.7138,32.999,42.8088,52.2036,158.669,303.455,440.865,571.924,697.437
164-1,1,2,3,4,5,11.2219,19.5269,26.4334,32.474,37.9106,441.307,724.783,960.525,1166.71,1352.28,15.3165,25.1552,33.3371,40.4934,46.9339,124.446,204.385,270.863,329.007,381.336
165-1,1,2,3,4,5,48.2198,96.4391,144.658,192.876,241.094,330.961,644.264,957.563,1270.86,1584.15,5.525,10.7552,15.9854,21.2155,26.4455,128.756,250.643,372.528,494.412,616.295
166-1,1,2,3,4,5,6.05392,10.6633,14.5373,17.9447,21.022,211.553,350.96,468.125,571.179,664.249,9.42264,15.6319,20.8505,25.4405,29.5859,64.4389,106.902,142.591,173.981,202.33
167-1,1,2,3,4,5,8.14982,16.2851,24.406,32.5124,40.6046,344.422,659.444,973.908,1287.81,1601.17,36.232,69.3713,102.452,135.474,168.437,100.402,192.233,283.902,375.409,466.754
168-1,1,2,3,4,5,33.2794,66.25,98.9202,131.298,163.392,952.625,1835.43,2710.2,3577.14,4436.46,31.3688,60.4386,89.2437,117.791,146.087,566.657,1091.78,1612.13,2127.82,2638.97
169-1,1,2,3,4,5,58.7462,117.491,176.234,234.976,293.716,884.652,1726.52,2568.37,3410.2,4252,13.6325,26.6058,39.5787,52.5512,65.5235,231.104,451.031,670.952,890.868,1110.78
170-1,1,2,3,4,5,30.9147,61.8293,92.7438,123.658,154.572,145.882,267.069,388.256,509.442,630.628,2.8258,5.17325,7.52069,9.86812,12.2155,40.6209,74.3655,108.11,141.854,175.598
171-1,1,2,3,4,5,42.4951,84.388,125.703,166.464,206.693,383.569,755.802,1122.91,1485.08,1842.53,8.27845,16.3123,24.2353,32.0521,39.7668,190.259,374.896,556.988,736.638,913.94
172-1,1,2,3,4,5,16.6681,33.1609,49.4839,65.6422,81.6406,365.301,704.762,1040.73,1373.3,1702.59,10.9548,21.1347,31.2098,41.1833,51.058,104.493,201.594,297.696,392.827,487.018
173-1,1,2,3,4,5,39.4916,78.9588,118.402,157.82,197.214,246.72,479.11,711.356,943.458,1175.42,13.3173,25.861,38.397,50.9253,63.4457,77.801,151.083,224.319,297.511,370.657
174-1,1,2,3,4,5,6.02396,11.4561,16.4428,21.0783,25.4279,264.965,477.497,672.598,853.961,1024.14,9.48726,17.0971,24.0828,30.5766,36.6698,72.1709,130.06,183.201,232.601,278.953
175-1,1,2,3,4,5,9.0244,18.0487,27.0728,36.0968,45.1207,260.494,483.114,705.73,928.343,1150.95,8.41678,15.6098,22.8028,29.9956,37.1883,28.5437,52.9374,77.3307,101.724,126.116
176-1,1,2,3,4,5,24.9623,49.9244,74.8862,99.8478,124.809,298.348,557.852,817.354,1076.85,1336.35,5.73265,10.7189,15.7052,20.6913,25.6775,82.2511,153.793,225.335,296.876,368.416
177-1,1,2,3,4,5,20.276,40.5514,60.8261,81.1002,101.374,165.532,320.275,475.012,629.745,784.472,16.7017,32.3147,47.9272,63.5393,79.1508,51.5896,99.8165,148.042,196.266,244.488
178-1,1,2,3,4,5,83.683,167.341,250.974,334.583,418.166,1709.41,3389.67,5069.43,6748.68,8427.44,22.6391,44.8921,67.1385,89.3783,111.611,501.889,995.218,1488.4,1981.44,2474.33
179-1,1,2,3,4,5,13.2181,26.4339,39.6473,52.8583,66.067,220.403,431.732,643.023,854.276,1065.49,11.7623,23.0404,34.3164,45.5904,56.8624,83.1761,162.928,242.666,322.389,402.098
180-1,1,2,3,4,5,90.1379,180.254,270.347,360.419,450.469,2679.69,4731.71,6783.23,8834.25,10884.8,133.69,236.065,338.416,440.741,543.041,817.864,1444.16,2070.3,2696.29,3322.12
181-1,1,2,3,4,5,7.32099,10.742,13.3732,15.5936,17.5507,287.732,409.148,502.536,581.34,650.803,22.7822,32.3959,39.7902,46.0298,51.5298,140.913,200.375,246.111,284.704,318.723
182-1,1,2,3,4,5,8.80234,13.8232,17.7515,21.09,24.0442,135.268,200.796,252.065,295.635,334.192,6.76338,10.0398,12.6032,14.7817,16.7096,61.5468,91.362,114.689,134.514,152.057
183-1,1,2,3,4,5,3.4633,6.92646,10.3895,13.8523,17.3151,114.87,204.195,293.516,382.833,472.147,5.59872,9.95237,14.3058,18.6591,23.0122,27.8007,49.4189,71.0362,92.6526,114.268
184-1,1,2,3,4,5,40.6882,81.3753,122.061,162.746,203.429,547.296,1072.15,1597,2121.82,2646.64,14.8039,29.0009,43.1974,57.3936,71.5893,218.47,427.984,637.492,846.993,1056.49
185-1,1,2,3,4,5,9.23448,18.4688,27.703,36.9371,46.171,90.374,168.99,247.605,326.219,404.832,7.92752,14.8237,21.7197,28.6156,35.5115,38.0521,71.1536,104.255,137.355,170.455
186-1,1,2,3,4,5,9.13919,18.1046,26.9058,35.5516,44.0497,454.246,878.325,1294.64,1703.59,2105.57,58.6445,113.394,167.141,219.939,271.835,159.036,307.51,453.265,596.445,737.181
187-1,1,2,3,4,5,4.041,8.08195,12.1228,16.1637,20.2045,282.624,500.231,717.835,935.436,1153.03,8.16557,14.4527,20.7397,27.0266,33.3134,19.0928,33.7934,48.4937,63.1939,77.8939
188-1,1,2,3,4,5,8.80683,17.6136,26.4203,35.2269,44.0335,67.8241,121.126,174.428,227.729,281.03,4.29119,7.66357,11.0359,14.4083,17.7806,20.0691,35.8412,51.6131,67.3849,83.1567
189-1,1,2,3,4,5,28.4655,56.886,85.2616,113.592,141.879,714.717,1405.32,2094.83,2783.25,3470.59,25.6054,50.3468,75.0491,99.7126,124.337,316.817,622.943,928.586,1233.75,1538.43
190-1,1,2,3,4,5,4.7837,7.4586,9.54598,11.3179,12.885,245.312,374.837,475.913,561.716,637.599,15.7163,24.0145,30.4901,35.9872,40.8488,106.597,162.881,206.802,244.087,277.061
191-1,1,2,3,4,5,23.0728,45.9852,68.7406,91.3421,113.793,271.032,514.529,756.358,996.55,1235.14,10.7958,20.4949,30.1274,39.6949,49.1984,101.708,193.083,283.831,373.966,463.5
192-1,1,2,3,4,5,118.735,234.78,348.309,459.48,568.433,2053.91,4028.18,5959.66,7851.01,9704.63,41.9519,82.2771,121.728,160.36,198.221,642.254,1259.6,1863.57,2454.99,3034.62
193-1,1,2,3,4,5,18.3718,36.7361,55.0929,73.4422,91.7839,655.083,1268,1880.68,2493.1,3105.27,19.5569,37.8551,56.1458,74.429,92.7047,323.34,625.87,928.276,1230.56,1532.72
194-1,1,2,3,4,5,44.2281,88.4522,132.672,176.889,221.101,490.425,952.156,1413.85,1875.5,2337.1,46.9555,91.1638,135.368,179.569,223.765,224.343,435.56,646.758,857.937,1069.1
195-1,1,2,3,4,5,7.0272,14.0543,21.0813,28.1082,35.1349,265.045,483.238,701.428,919.615,1137.8,9.40665,17.1505,24.8942,32.6378,40.3813,87.9796,160.407,232.834,305.259,377.683
196-1,1,2,3,4,5,7.60339,11.9046,15.266,18.1214,20.6475,360.558,548.857,696.017,821.02,931.61,18.7623,28.5609,36.2186,42.7234,48.4782,140.594,214.019,271.402,320.145,363.268
197-1,1,2,3,4,5,11.0632,21.3344,30.9626,40.0554,48.6932,465.662,875.295,1259.29,1621.92,1966.41,23.6869,44.5237,64.0562,82.5024,100.026,190.572,358.213,515.361,663.77,804.752
198-1,1,2,3,4,5,76.5093,152.776,228.802,304.591,380.143,1089.86,2156.45,3219.67,4279.57,5336.16,106.531,210.787,314.714,418.316,521.595,317.929,629.067,939.225,1248.41,1556.64
199-1,1,2,3,4,5,40.8805,81.7601,122.639,163.516,204.393,312.523,607.903,903.276,1198.64,1494,12.46,24.2366,36.0128,47.7888,59.5645,85.9947,167.272,248.548,329.821,411.093
200-1,1,2,3,4,5,21.4848,42.9691,64.4529,85.9361,107.419,333.124,651.929,970.726,1289.52,1608.3,12.7551,24.9619,37.1684,49.3746,61.5805,99.5559,194.833,290.107,385.379,480.649
201-1,1,2,3,4,5,17.1033,34.2054,51.3063,68.406,85.5047,503.933,967.104,1430.24,1893.35,2356.43,34.4191,66.0541,97.687,129.318,160.946,179.156,343.821,508.474,673.117,837.748
202-1,1,2,3,4,5,28.7594,57.4428,86.0508,114.584,143.043,848.431,1672.17,2493.75,3313.18,4130.47,35.6444,70.2515,104.768,139.194,173.53,338.622,667.39,995.293,1322.34,1648.53
203-1,1,2,3,4,5,21.2812,42.5357,63.7636,84.9649,106.14,233.912,442.237,650.3,858.103,1065.65,12.9054,24.3991,35.8785,47.3434,58.7941,90.7415,171.557,252.271,332.884,413.397
204-1,1,2,3,4,5,11.5778,23.1552,34.7323,46.3089,57.8852,294.784,571.365,847.937,1124.5,1401.05,17.7887,34.479,51.1686,67.8578,84.5463,88.3082,171.163,254.016,336.865,419.712
205-1,1,2,3,4,5,3.51422,5.56804,7.18059,8.55307,9.76865,482.911,653.534,787.5,901.52,1002.51,32.2491,43.6435,52.5898,60.2041,66.948,151.323,204.789,246.768,282.497,314.141
206-1,1,2,3,4,5,16.7722,33.5206,50.2452,66.9463,83.6238,693.531,1337.58,1980.71,2622.93,3264.25,38.6172,74.479,110.29,146.05,181.76,594.003,1145.62,1696.46,2246.52,2795.8
207-1,1,2,3,4,5,3.58842,7.17648,10.7642,14.3516,17.9386,255.561,419.204,582.831,746.443,910.038,7.84176,12.8631,17.8839,22.9043,27.9241,90.6829,148.75,206.812,264.867,322.917
208-1,1,2,3,4,5,9.05729,17.4901,25.4121,32.9063,40.0352,361.968,670.167,959.698,1233.59,1494.14,12.8586,23.807,34.0923,43.8221,53.0777,84.2232,155.935,223.304,287.033,347.657
209-1,1,2,3,4,5,8.75466,13.0039,16.2783,19.0434,21.4817,246.658,357.26,442.486,514.457,577.924,25.2723,36.6044,45.3366,52.7107,59.2134,61.6643,89.3148,110.621,128.614,144.481
210-1,1,2,3,4,5,35.1814,70.3579,105.529,140.696,175.857,219.284,414.945,610.577,806.182,1001.76,7.26103,13.7398,20.2177,26.6947,33.1708,79.4569,150.354,221.241,292.118,362.985
211-1,1,2,3,4,5,41.4153,82.8161,124.202,165.574,206.932,2717.6,5424.35,8130.16,10835,13538.9,102.494,204.579,306.628,408.642,510.62,973.189,1942.49,2911.46,3880.09,4848.38
212-1,1,2,3,4,5,23.6108,45.6836,66.4847,86.2114,105.015,1369.3,2348.97,3272.19,4147.72,4982.28,60.4431,103.687,144.439,183.087,219.926,416.879,715.134,996.205,1262.76,1516.84
213-1,1,2,3,4,5,23.8923,47.2665,70.155,92.5869,114.588,68.1858,125.7,182.02,237.216,291.353,1.39155,2.56531,3.71469,4.84113,5.94596,38.9634,71.8289,104.012,135.552,166.487
214-1,1,2,3,4,5,30.3347,60.6359,90.9039,121.139,151.34,309.571,597.221,884.556,1171.57,1458.28,13.9574,26.9265,39.8813,52.822,65.7484,191.17,368.803,546.24,723.483,900.533
215-1,1,2,3,4,5,31.1202,62.2397,93.3586,124.477,155.594,300.242,583.884,867.519,1151.15,1434.77,10.7533,20.9119,31.0704,41.2287,51.3868,115.739,225.079,334.416,443.751,553.084
216-1,1,2,3,4,5,11.8516,23.7018,35.5506,47.398,59.244,283.381,544.849,806.285,1067.69,1329.07,5.80419,11.1595,16.5142,21.8683,27.2218,75.7958,145.73,215.657,285.575,355.484
217-1,1,2,3,4,5,2.18982,3.70283,4.93387,5.99885,6.95099,75.0117,107.234,133.451,156.132,176.409,1.49123,2.13181,2.65301,3.1039,3.50702,3.95628,5.65575,7.03851,8.23473,9.30421
218-1,1,2,3,4,5,32.9007,65.3225,97.2857,128.809,159.911,496.336,966.067,1429.15,1885.87,2336.47,30.1773,58.7369,86.8925,114.661,142.057,194.564,378.698,560.227,739.26,915.895
219-1,1,2,3,4,5,12.3732,24.7462,37.119,49.4917,61.8641,179.746,333.354,486.96,640.563,794.164,8.51025,15.7829,23.0555,30.328,37.6004,104.96,194.657,284.352,374.046,463.738
220-1,1,2,3,4,5,12.9194,25.837,38.7528,51.6669,64.5791,604.307,1171.34,1738.29,2305.17,2871.97,72.455,140.441,208.417,276.385,344.342,288.28,558.779,829.24,1099.66,1370.05
221-1,1,2,3,4,5,5.69646,11.3929,17.0893,22.7857,28.482,104.23,197.393,290.556,383.718,476.88,2.65894,5.03554,7.41214,9.78872,12.1653,26.3235,49.8519,73.3802,96.9084,120.436
222-1,1,2,3,4,5,12.2977,22.6494,31.7619,39.996,47.5652,1210.55,2212.99,3095.43,3892.8,4625.79,102.287,186.99,261.553,328.928,390.864,378.02,691.052,966.612,1215.61,1444.5
223-1,1,2,3,4,5,28.4468,56.7346,84.8659,112.843,140.669,744.913,1077.06,1407.38,1735.88,2062.61,30.2058,43.6743,57.0682,70.389,83.6376,253.879,367.081,479.657,591.617,702.972
224-1,1,2,3,4,5,16.5044,32.8499,49.041,65.082,80.9771,342.458,662.065,978.653,1292.31,1603.11,34.4484,66.5982,98.4443,129.995,161.259,117.53,227.217,335.868,443.512,550.177
225-1,1,2,3,4,5,1.83598,3.03243,3.99144,4.81523,5.54869,232.141,364.503,470.596,561.731,642.872,6.90384,10.8403,13.9955,16.7058,19.1189,63.8607,100.273,129.459,154.529,176.851
226-1,1,2,3,4,5,31.1184,60.139,87.4362,113.285,137.894,249.674,464.583,666.73,858.15,1040.39,7.3091,13.6005,19.5182,25.122,30.4569,89.828,167.148,239.877,308.746,374.312
227-1,1,2,3,4,5,1.3426,2.20509,2.89419,3.48525,4.01105,971.506,1189.04,1362.84,1511.92,1644.54,76.1272,93.1732,106.792,118.474,128.866,272.642,333.691,382.467,424.303,461.52
228-1,1,2,3,4,5,33.8148,48.8399,60.378,70.108,78.6818,677.746,962.848,1181.78,1366.41,1529.1,54.5418,77.4855,95.1044,109.962,123.055,212.355,301.685,370.283,428.132,479.106
229-1,1,2,3,4,5,40.2005,78.4117,114.903,149.887,183.536,646.171,1251.89,1830.34,2384.9,2918.3,19.5854,37.9446,55.4773,72.286,88.4535,335.08,649.182,949.143,1236.72,1513.32
230-1,1,2,3,4,5,45.8713,91.1778,135.94,180.177,223.907,218.137,424.713,628.806,830.505,1029.89,12.8317,24.9833,36.9888,48.8536,60.5823,77.8748,151.622,224.483,296.49,367.671
231-1,1,2,3,4,5,49.1777,97.9023,146.186,194.041,241.477,372.677,728.486,1081.08,1430.53,1776.94,18.6586,36.4728,54.1257,71.6218,88.9651,386.382,755.277,1120.83,1483.14,1842.29
232-1,1,2,3,4,5,34.0267,67.8851,101.578,135.106,168.474,527.51,1030.07,1530.16,2027.82,2523.1,54.5263,106.473,158.166,209.607,260.801,158.507,309.516,459.784,609.324,758.145
233-1,1,2,3,4,5,30.1848,59.1453,87.0195,113.921,139.945,301.899,585.312,858.094,1121.36,1376.04,15.8894,30.8059,45.1628,59.0187,72.4228,98.1884,190.364,279.083,364.706,447.536
234-1,1,2,3,4,5,7.46561,13.9659,19.7999,25.1383,30.0893,419.372,459.012,494.589,527.143,557.335,20.1427,22.0467,23.7554,25.3191,26.7692,116.828,127.87,137.781,146.85,155.261
235-1,1,2,3,4,5,17.2971,34.591,51.8818,69.1694,86.4538,404.146,779.139,1154.06,1528.92,1903.71,16.3752,31.5692,46.7604,61.9489,77.1345,157.505,303.649,449.766,595.857,741.921
236-1,1,2,3,4,5,12.6104,23.6405,33.5676,42.6686,51.1206,134.87,238.68,332.111,417.765,497.313,8.84588,15.6546,21.7826,27.4005,32.6179,48.9552,86.6365,120.55,151.641,180.515
237-1,1,2,3,4,5,17.0087,34.008,50.9979,67.9785,84.9497,243.448,470.396,697.219,923.917,1150.49,22.6849,43.8324,64.9682,86.0923,107.205,98.209,189.762,281.265,372.717,464.118
238-1,1,2,3,4,5,65.5324,131.056,196.572,262.079,327.577,321.154,633.275,945.356,1257.4,1569.4,18.803,37.0771,55.3488,73.6182,91.8852,197.055,388.568,580.056,771.519,962.957
239-1,1,2,3,4,5,44.8178,88.9967,132.563,175.542,217.956,452.674,877.27,1295.98,1709.04,2116.68,14.374,27.8564,41.1519,54.2681,67.212,236.848,459.006,678.083,894.206,1107.49
240-1,1,2,3,4,5,25.2689,50.5323,75.7902,101.043,126.289,862.73,1680.94,2498.98,3316.83,4134.51,31.5752,61.5211,91.4604,121.393,151.319,405.458,789.993,1174.44,1558.81,1943.09
241-1,1,2,3,4,5,39.0612,76.6902,113.034,148.216,182.34,694.463,1335.98,1955.59,2555.39,3137.16,20.169,38.8005,56.7955,74.2152,91.1115,239.089,459.951,673.27,879.768,1080.06
242-1,1,2,3,4,5,76.7397,134.459,182.744,225.108,263.307,1949.18,3375.43,4568.55,5615.35,6559.27,55.2716,95.7151,129.548,159.231,185.997,535.998,928.2,1256.29,1544.15,1803.72
243-1,1,2,3,4,5,43.7164,87.418,131.105,174.777,218.435,1340.75,2494.82,3648.49,4801.78,5954.68,143.025,266.136,389.204,512.231,635.217,495.811,922.584,1349.21,1775.7,2202.04
244-1,1,2,3,4,5,9.93101,19.8615,29.7913,39.7206,49.6494,715.927,1347.01,1978.05,2609.06,3240.03,27.2339,51.2401,75.245,99.2485,123.251,157.402,296.15,434.889,573.621,712.345
245-1,1,2,3,4,5,8.07676,15.2218,21.6984,27.665,33.2259,377.422,673.444,941.769,1188.96,1419.35,21.414,38.2096,53.4337,67.459,80.5308,133.503,238.214,333.127,420.566,502.061
246-1,1,2,3,4,5,11.4789,22.9578,34.4367,45.9155,57.3944,217.69,399.133,580.575,762.017,943.458,1.51775,2.78278,4.04781,5.31284,6.57786,47.2673,86.6641,126.061,165.457,204.854
247-1,1,2,3,4,5,2.24196,3.35504,4.21393,4.93965,5.57981,422.138,578.697,699.504,801.578,891.619,36.3638,49.8502,60.2567,69.0496,76.806,181.819,249.251,301.283,345.248,384.029
248-1,1,2,3,4,5,18.4987,36.9921,55.4802,73.9631,92.4406,273.139,475.386,677.575,879.707,1081.78,10.8173,18.8271,26.8346,34.8398,42.8427,124.528,216.736,308.918,401.073,493.202
249-1,1,2,3,4,5,16.9779,33.9551,50.9316,67.9074,84.8824,307.043,596.892,886.728,1176.55,1466.36,17.4489,33.9207,50.3917,66.8621,83.3318,122.528,238.194,353.855,469.512,585.163
250-1,1,2,3,4,5,27.7217,54.0171,79.0861,103.086,126.142,349.366,672.875,981.294,1276.56,1560.22,13.7259,26.4358,38.5529,50.1532,61.2976,99.375,191.395,279.123,363.108,443.793
251-1,1,2,3,4,5,9.92562,19.5881,29.0074,38.201,47.1843,135.926,249,359.227,466.813,571.939,7.88428,14.4431,20.8368,27.0772,33.175,44.4675,81.4592,117.52,152.716,187.107
252-1,1,2,3,4,5,15.6436,31.2801,46.9095,62.5316,78.1467,459.039,892.699,1326.16,1759.42,2192.49,20.3564,39.5874,58.8096,78.023,97.2276,171.503,333.524,495.471,657.343,819.142
253-1,1,2,3,4,5,2.65459,5.29842,7.93163,10.5543,13.1667,2.18465,3.30196,4.41478,5.52317,6.62717,1.71716,2.59538,3.47007,4.34128,5.20904,2.63349,3.98036,5.32182,6.65793,7.98875
254-1,1,2,3,4,5,15.0229,30.0453,45.0671,60.0882,75.1089,303.34,587.233,871.115,1154.99,1438.85,20.6096,39.8979,59.1855,78.4724,97.7585,157.33,304.574,451.812,599.045,746.272
255-1,1,2,3,4,5,7.32167,14.6426,21.9629,29.2824,36.6013,226.886,389.127,551.352,713.561,875.755,5.14525,8.82449,12.5034,16.1819,19.8601,98.0351,168.137,238.233,308.322,378.404
256-1,1,2,3,4,5,23.1661,45.6386,67.4765,88.7307,109.445,482.141,936.194,1377.42,1806.86,2225.4,20.4376,39.6845,58.3878,76.5912,94.3326,206.233,400.452,589.186,772.874,951.901
257-1,1,2,3,4,5,11.8572,23.4134,34.6902,45.7072,56.4813,523.848,1003.25,1471.07,1928.11,2375.07,18.6441,35.7063,52.3563,68.6224,84.5301,155.109,297.058,435.577,570.903,703.247
258-1,1,2,3,4,5,14.7579,28.7965,42.2116,55.0796,67.4625,1001.09,1870.06,2700.45,3496.97,4263.45,53.2988,99.5636,143.774,186.181,226.99,348.759,651.492,940.781,1218.27,1485.3
259-1,1,2,3,4,5,22.8017,45.6024,68.4024,91.2014,114,233.392,460.485,687.57,914.646,1141.71,19.6186,38.7077,57.7961,76.8837,95.9707,122.898,242.48,362.057,481.629,601.197
